Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
ford,Ford EcoSport,grau,05/2020,2020,17450,92,125,Schaltgetriebe,Benzin,"5,3 l/100 km",119 g/km,41117.0,ECOSPORT 1.0 EcoBoost TITANIUM X
ford,Ford Focus,grau,06/2015,2015,8490,88,120,Automatik,Diesel,"3,8 l/100 km",99 g/km,179980.0,"Lim.Autom,TÜV, Insp neu, GW Garantie"
audi,Audi A4,schwarz,07/2013,2013,9000,105,143,Automatik,Diesel,"4,9 l/100 km",- (g/km),217000.0,A4 Avant 2.0 TDI DPF multitronic Ambiente
infiniti,Infiniti QX80,blau,02/2018,2018,49450,298,405,Automatik,Benzin,,- (g/km),104633.0,/AHK/BOSE/SHZ/SBL/LED/360°/KAMERA/PDC/R20
ford,Ford F 250,weiß,08/2006,2006,24900,240,326,Automatik,keine Angabe,,- (g/km),115950.0,XL Powerstroke 4x4 -TOP!
volkswagen,Volkswagen Golf,schwarz,03/2023,2023,35700,150,204,Automatik,Hybrid,,64 km Reichweite,1000.0,VIII 1.4 TSI Style eHybrid NAVI ACC
mercedes-benz,Mercedes-Benz Citan,weiß,09/2014,2014,7485,81,110,Schaltgetriebe,Diesel,"4,7 l/100 km",125 g/km,198094.0,111 CDI Lang Klima PDC SHZ LM GRA
mercedes-benz,Mercedes-Benz A 180,gold,02/2022,2022,28900,85,116,Automatik,Diesel,,- (g/km),12889.0,d AUT~Navi~PDC~Klimaaut~Alu~Teilleder
renault,Renault Master,weiß,04/2016,2016,6900,81,110,Schaltgetriebe,Diesel,,- (g/km),313000.0,2.3 L1 H1 / bis 2.8 T Ladebar / Tüv 5.24
audi,Audi A1,gelb,10/2021,2021,28620,110,150,Automatik,Benzin,"6,7 l/100 km",156 g/km,22001.0,35TFSI S-tronic S-Line 18 LED NAVI
volkswagen,Volkswagen Golf,weiß,11/2013,2013,16900,169,230,Automatik,Benzin,"6,4 l/100 km",149 g/km,140000.0,VII Lim. GTI Performance BMT
opel,Opel Antara,schwarz,02/2014,2014,6890,135,184,Automatik,Diesel,8 l/100 km,211 g/km,262086.0,Cosmo 4x4
bmw,BMW 520,schwarz,12/2004,2004,3790,125,170,Schaltgetriebe,Benzin,9 l/100 km,219 g/km,260727.0,bmw 520i*2.Hand*Xenon*PDC*SHZ*Temp*Bc*
opel,Opel Mokka X,weiß,07/2017,2017,15270,103,140,Schaltgetriebe,Benzin,"5,9 l/100 km",138 g/km,29247.0,1.4  Edition Start/Stop PDC SHZ NAVI
ford,Ford Mondeo,silber,02/2019,2019,12499,132,179,Schaltgetriebe,Diesel,"4,8 l/100 km",126 g/km,185700.0,Turnier Business Edition|1.HD|Navi|PDC|
porsche,Porsche Macan,weiß,04/2019,2019,64999,260,354,Automatik,Benzin,"8,9 l/100 km",204 g/km,23021.0,S PDK Bose Leder RFK Top-Zustand
mazda,Mazda 2,blau,01/2023,2023,19100,66,90,Schaltgetriebe,Hybrid,"4,4 l/100 km",100 g/km,5000.0,Homura Touring-Paket 1
audi,Audi A1,schwarz,11/2011,2011,8390,63,86,Schaltgetriebe,Benzin,"5,1 l/100 km",121 g/km,164300.0,S line Sportpaket
mini,MINI Cooper,grau,10/2019,2019,21750,100,136,Schaltgetriebe,Benzin,"5,3 l/100 km",121 g/km,38002.0,Cabrio Chili Navi 2J-MINI.Next:GARANTIE
hyundai,Hyundai TUCSON,schwarz,02/2023,2023,32690,110,150,Schaltgetriebe,Benzin,"5,9 l/100 km",136 g/km,15.0,1.6 T-GDi Smart ++TAGESZULASSUNG+SOFORT++
ford,Ford Grand C-Max,grau,02/2016,2016,15990,110,150,Schaltgetriebe,Diesel,"4,6 l/100 km",119 g/km,104440.0,2.0 Tita*Pano*7Sitz*Navi*Kamera*Bi-X
seat,SEAT Tarraco,grau,05/2023,2023,37990,110,150,Automatik,Benzin,6 l/100 km,159 g/km,20.0,"Xperience 1,5TSI DSG*Navi*LED*AHK*"
audi,Audi A6,schwarz,08/2007,2007,5400,171,232,Schaltgetriebe,Diesel,8 l/100 km,215 g/km,300000.0,3.0 TDI S LINE  quattro
renault,Renault Koleos,,03/2008,2008,4000,110,150,keine Angabe,Diesel,"7,3 l/100 km",191 g/km,272000.0,Dynamique
mini,MINI Cooper,schwarz,07/2017,2017,18000,100,136,Schaltgetriebe,Benzin,"4,5 l/100 km",- (g/km),72000.0,Seven Chili
opel,Opel Astra,schwarz,11/2019,2019,16500,81,,Schaltgetriebe,Diesel,4 l/100 km,- (g/km),43500.0,Astra 1.5 D Start/Stop 120 Jahre
mini,MINI One,grau,05/2022,2022,27900,75,102,Schaltgetriebe,Benzin,"5,2 l/100 km",128 g/km,8900.0,Clubman Cooper D Classic Trim Klimaaut. AHK RFT
bmw,BMW 116,schwarz,05/2011,2011,6899,90,122,Schaltgetriebe,Benzin,"6,1 l/100 km",143 g/km,149000.0,Baureihe 1 Lim. 116i M Paket
hyundai,Hyundai i30,weiß,07/2022,2022,19900,88,120,Schaltgetriebe,Benzin,5 l/100 km,115 g/km,5900.0,1.0 T-GDi 48-Volt Hybrid Select
mitsubishi,Mitsubishi Eclipse Cross,grau,11/2021,2021,27680,138,188,Automatik,Hybrid,,45 km Reichweite,9331.0,Hybrid 4WD PHEV Basis 2.4 Allrad Apple CarPlay And
skoda,Skoda Fabia,schwarz,09/2009,2009,3800,51,69,Schaltgetriebe,Benzin,"5,9 l/100 km",140 g/km,167000.0,Combi 1.2/HTP Ambiente/Klima/Tüv-Neu
seat,SEAT Leon,weiß,03/2018,2018,22900,221,300,Automatik,Benzin,"6,8 l/100 km",156 g/km,115000.0,"Cupra 300*KW GEWINDEFAHRWERK+NAVI+19""+SH**"
fiat,Fiat,,11/2012,2012,18890,110,150,Schaltgetriebe,Diesel,,-/-,166777.0,Ducato Boxer 2.2 HDI Koffer Ladebordwand
volkswagen,Volkswagen Golf,weiß,02/2020,2020,21499,110,150,Automatik,Benzin,"5,1 l/100 km",116 g/km,56141.0,"VII Variant Highline BMT,LED, TÜV&Insp. neu"
bmw,BMW 430,grau,10/2016,2016,21999,185,252,Schaltgetriebe,Benzin,"6,1 l/100 km",151 g/km,171219.0,430i Gran Coupé M Sport KEYLESS HUD MEMORY SPUR
mazda,Mazda CX-5,grau,08/2017,2017,19750,121,165,Schaltgetriebe,Benzin,"6,4 l/100 km",149 g/km,95395.0,SKYACTIV-G Exclusive-Line + Active-Paket
toyota,Toyota C-HR,silber,07/2022,2022,26190,135,184,Automatik,Hybrid,"5,3 l/100 km",120 g/km,25940.0,2.0 Hybrid Business Edition *Navi*Kamera*LED*
dacia,Dacia Sandero,blau,05/2009,2009,2200,55,75,Schaltgetriebe,Benzin,7 l/100 km,165 g/km,181000.0,1.4 MPI
ford,Ford Mustang,weiß,02/2022,2022,65840,338,460,Automatik,Benzin,12 l/100 km,284 g/km,14.0,Mach1 Aut. B&O+Shz+belüft. Y-Speiche (DE)
volvo,Volvo XC90,schwarz,05/2019,2019,42890,184,250,Automatik,Benzin,"7,9 l/100 km",184 g/km,72052.0,T5 AWD Geartronic Inscription
ford,Ford Fiesta,schwarz,01/2018,2018,18750,92,125,keine Angabe,Benzin,"4,3 l/100 km",98 g/km,35796.0,Titanium/ Navi
volvo,Volvo XC40,schwarz,10/2018,2018,30840,140,190,Automatik,Diesel,5 l/100 km,133 g/km,69987.0,D4 AWD PANO+360+H&K+19Z+INTELLISAFE+ACC+LED
bmw,BMW X5 M,braun,04/2018,2018,48500,280,381,Automatik,Diesel,"6,6 l/100 km",175 g/km,125000.0,d *INDIVIDUAL*PANO*LED*ACC*VOLL*H/K*STH*
opel,Opel Omega,weiß,06/2001,2001,1950,106,144,Schaltgetriebe,Benzin,"9,8 l/100 km",236 g/km,194000.0,Caravan 2.2 16 V
bmw,BMW 520,silber,06/2014,2014,18390,135,184,Automatik,Benzin,"6,8 l/100 km",161 g/km,129000.0,i Aut. Navi Leder Xenon Klimatr. SHZ PDC
bmw,BMW X4 M,gelb,01/2023,2023,95989,375,510,Automatik,Benzin,"10,8 l/100 km",239 g/km,4009.0,Comp ACC+ 360 Cam Panorama Sitzlüft. H&K
volkswagen,Volkswagen Passat Variant,grau,07/2013,2013,8190,130,177,Automatik,Diesel,"5,2 l/100 km",136 g/km,360000.0,"2.0 TDI DSG BlueMotion Technology Highline, SCHECK"
seat,SEAT Ibiza,rot,11/2017,2017,13200,85,116,Schaltgetriebe,Benzin,"4,7 l/100 km",- (g/km),107000.0,1.0 EcoTSI S&S FR
audi,Audi Q3,grau,11/2022,2022,42550,110,150,Automatik,Benzin,"5,8 l/100 km",133 g/km,15.0,Sportback 35 TFSI S-tronic LED Navi Kamera
bmw,BMW 118,grau,12/2015,2015,15450,110,150,Schaltgetriebe,Diesel,"4,3 l/100 km",113 g/km,142000.0,118d xDrive
opel,Opel Corsa,blau,04/2019,2019,11960,74,101,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,26500.0,1.4 Turbo Start/Stop 120 Jahre
bmw,BMW 316,grau,07/2003,2003,999,85,,Schaltgetriebe,Benzin,"6,9 l/100 km",164 g/km,234833.0,Baureihe 3 Compact 316ti
mercedes-benz,Mercedes-Benz C 200,silber,02/2016,2016,27999,135,184,Automatik,Benzin,"5,3 l/100 km",123 g/km,43000.0,C -Klasse Coupe C 200 AMG-Paket Top Zustand 1 H.
ford,Ford Fiesta,silber,10/2017,2017,17490,74,101,Automatik,Benzin,"5,2 l/100 km",118 g/km,21250.0,1.0 EcoBoost S&S Aut. TITANIUM
opel,Opel Astra,weiß,05/2022,2022,23990,96,131,Schaltgetriebe,Benzin,"4,7 l/100 km",108 g/km,500.0,"K ST Elegance 1.2,LED,Navi ,SHZ,LRHZ,PDC+Kamera"
toyota,Toyota Yaris Cross,weiß,03/2023,2023,22890,85,116,Automatik,Hybrid,"4,4 l/100 km",101 g/km,10.0,1.5 H 4X2 COMFORT *schnell verfügbar*
ford,Ford Mondeo,,11/2017,2017,14750,88,120,Schaltgetriebe,Diesel,"4,2 l/100 km",99 g/km,123788.0,*Titanium*Navi*Panorama*BLIS*Kamera*1Hand
kia,Kia Ceed SW / cee'd SW,orange,04/2023,2023,32790,118,160,Automatik,Benzin,"6,2 l/100 km",141 g/km,10.0,1.5 T DCT7 GT-Line Technologie Performance Navi Kl
volkswagen,Volkswagen Passat Variant,silber,12/2016,2016,25999,160,218,Automatik,Hybrid,"1,7 l/100 km",38 g/km,91551.0,GTE *PANO*KAMERA*NAVI*ERGO*ACC*
peugeot,Peugeot Boxer,silber,04/2008,2008,10500,88,120,Schaltgetriebe,Diesel,"9,1 l/100 km",240 g/km,169500.0,1.6/SHEFT/KLIMA/PDC/TEMP/SPORTSITZE/
fiat,Fiat Tipo,silber,01/2021,2021,18490,74,101,Schaltgetriebe,Benzin,"5,4 l/100 km",124 g/km,43000.0,Cross 1.0 100 PS E6D Final
peugeot,Peugeot 208,schwarz,11/2019,2019,10980,60,82,Schaltgetriebe,Benzin,"5,9 l/100 km",132 g/km,73480.0,"1.2 VTi/PureTech 82 Signature, Sitzheizung"
toyota,Toyota Auris,weiß,11/2017,2017,18450,100,136,Automatik,Hybrid,"3,9 l/100 km",91 g/km,33425.0,Hybrid Team D 1.8 SHZ Keyless Klimaautom
mercedes-benz,Mercedes-Benz E 400,grau,11/2020,2020,91885,243,330,Automatik,Diesel,"6,5 l/100 km",172 g/km,33055.0,d 4M Coupe AMG PANO+NIGHT+MEMORY+360°KAMER
volkswagen,Volkswagen ID.3,blau,02/2021,2021,25433,150,204,Automatik,Elektro,,0 g/km,24511.0,Pro Performance Basis **1. Hand/Navi
toyota,Toyota Land Cruiser,,09/2022,2022,63840,150,204,Automatik,Diesel,"7,5 l/100 km",251 g/km,62.0,Autm. Comfort Leder DAB+ LED
skoda,Skoda Yeti,grau,07/2017,2017,18990,81,110,Automatik,Benzin,"5,3 l/100 km",124 g/km,6500.0,1.2 TSI Drive
opel,Opel Grandland,schwarz,04/2023,2023,39980,96,131,Schaltgetriebe,Benzin,"6,2 l/100 km",139 g/km,20.0,Ultimate Night Vision Wireless Charging
volkswagen,Volkswagen Golf GTI,grau,10/2010,2010,11500,155,211,Schaltgetriebe,Benzin,"7,3 l/100 km",- (g/km),148275.0,Golf 2.0 GTI
audi,Audi Q7,grau,05/2017,2017,49980,200,272,Automatik,Diesel,"6,2 l/100 km",163 g/km,51500.0,3.0 TDI quattro+Sportpaket+LED+AHK+RFK+Bose HiFi
land-rover,Land Rover Range Rover Velar,schwarz,05/2023,2023,79999,297,404,Automatik,Hybrid,"2,3 l/100 km",53 g/km,4900.0,P400e S Hybrid Tempom.aktiv Pa
volkswagen,Volkswagen Polo,rot,01/2006,2006,3480,47,64,Schaltgetriebe,Benzin,"5,9 l/100 km",142 g/km,125000.0,IV 1.2 Trendline/Klima/Servo/8-Fach/TÜV/TOP
mercedes-benz,Mercedes-Benz GLC 200,grau,01/2023,2023,62770,150,204,Automatik,Benzin,"7,4 l/100 km",168 g/km,4500.0,4M AMG/Memory/LED/R-Kamera/El.Heckklappe Navi
seat,SEAT Exeo,blau,03/2010,2010,5900,125,170,Schaltgetriebe,Diesel,"5,4 l/100 km",- (g/km),295000.0,Exeo ST 2.0 TDI CR Style
opel,Opel Astra,,02/2006,2006,3450,92,125,Automatik,Benzin,"8,6 l/100 km",206 g/km,186000.0,H Lim. Edition Plus
bmw,BMW 320,schwarz,05/2012,2012,9990,135,184,Schaltgetriebe,Diesel,"4,5 l/100 km",119 g/km,275397.0,Baureihe 3 Lim. 320d/Navi/Xenon/SHZ
skoda,Skoda Kamiq,silber,05/2023,2023,23980,81,110,Schaltgetriebe,Benzin,"4,9 l/100 km",113 g/km,10.0,1.0 TSI Ambition 3 Jahre Garantie
bmw,BMW X1,grau,02/2015,2015,21990,160,218,Schaltgetriebe,Diesel,"5,9 l/100 km",156 g/km,100000.0,Baureihe X1 xDrive 25d*Navi*PDC*Klima*Euro 5*
opel,Opel Combo Life,blau,01/2023,2023,24590,81,110,Schaltgetriebe,Benzin,"6,8 l/100 km",154 g/km,100.0,Edition 1.2 Turbo  6-Gang Schalter
citroen,Citroen Grand C4 Picasso,weiß,09/2017,2017,12500,88,120,Schaltgetriebe,Diesel,4 l/100 km,105 g/km,197700.0,Selection*Klima*HU Neu*Sitzheizung*2Hand*wifi
peugeot,Peugeot Boxer,weiß,08/2018,2018,18900,120,163,Schaltgetriebe,Diesel,"6,4 l/100 km",168 g/km,184000.0,Kasten Grossraum 435 L4H3 Pro BlueHDi 160
volkswagen,Volkswagen Polo,blau,11/2016,2016,11550,66,90,Schaltgetriebe,Benzin,"4,7 l/100 km",107 g/km,78180.0,1.2 TSI Allstar BMT*PDC*SHZ*ALU*KLIMA*
peugeot,Peugeot Traveller,grau,03/2023,2023,51299,132,179,Automatik,Diesel,"5,5 l/100 km",145 g/km,150.0,L3 Active Drive Xenon SHZ Navi
ford,Ford Focus,silber,02/2018,2018,10680,88,120,Schaltgetriebe,Diesel,,0 g/km,82100.0,Turnier 1.5 TDCi Navi PDC Tempo
mercedes-benz,Mercedes-Benz C 200,schwarz,01/2015,2015,18175,135,184,Schaltgetriebe,Benzin,"5,3 l/100 km",123 g/km,113462.0,CGI C -Klasse Lim. (BM 205)
ford,Ford Kuga,silber,04/2023,2023,38390,110,150,Schaltgetriebe,Benzin,"6,6 l/100 km",149 g/km,10.0,"ST-LINE X 1.5l B&O,StylingP.,Kamera,Navi"
volkswagen,Volkswagen Golf,rot,03/1999,1999,1799,74,101,Schaltgetriebe,Benzin,"7,6 l/100 km",- (g/km),229634.0,1.6
seat,SEAT Leon,rot,01/2022,2022,25980,110,150,Automatik,Diesel,"4,4 l/100 km",116 g/km,4050.0,2.0 TDI Style DSG LED/Virt./NAV
volkswagen,Volkswagen Golf,weiß,08/2016,2016,17950,135,184,Automatik,Diesel,"4,8 l/100 km",127 g/km,150005.0,"GTD 2,0 l TDI 184 PS DSG Sport & Sound Klima"
mercedes-benz,Mercedes-Benz ML 350,silber,02/2012,2012,30999,225,306,Automatik,Benzin,"8,5 l/100 km",199 g/km,90000.0,4MATIC (BlueEFFICIENCY) 7G-TRONIC offroad Paket
renault,Renault Scenic,schwarz,05/2014,2014,7500,96,131,keine Angabe,Diesel,"4,4 l/100 km",117 g/km,140000.0,BOSE Edition III  X Mode
skoda,Skoda Rapid/Spaceback,schwarz,08/2018,2018,11040,70,95,Schaltgetriebe,Benzin,"4,5 l/100 km",103 g/km,74759.0,1.0 TSI Active*ALU*AHK*KLIMA*
kia,Kia XCeed,schwarz,10/2022,2022,28899,104,141,Automatik,Hybrid,"1,3 l/100 km",31 g/km,10796.0,1.6 Plug-in Hybrid Vision NAVI LED ACC PDC
mercedes-benz,Mercedes-Benz CLS 350,schwarz,09/2012,2012,21990,195,265,Automatik,Diesel,"6,1 l/100 km",162 g/km,179897.0,CDI V6 BE*Comand*Leder*Temp.*Xenon*GSD*
volkswagen,Volkswagen,schwarz,08/2018,2018,54970,81,110,Schaltgetriebe,Benzin,"4,9 l/100 km",112 g/km,69200.0,VII Join 1.0 TSI Navi SHZ Einpar
seat,SEAT Altea,weiß,12/2014,2014,12870,92,125,Schaltgetriebe,Benzin,"6,5 l/100 km",154 g/km,56000.0,XL 4You
citroen,Citroen C4 Cactus,grau,07/2018,2018,15500,81,110,Automatik,Benzin,"4,6 l/100 km",- (g/km),35700.0,Pure Tech 110 Stop&Start EAT6 Shine
volkswagen,Volkswagen Passat,grau,02/2018,2018,19299,140,190,Automatik,Diesel,"4,6 l/100 km",120 g/km,124000.0,2.0 Limousine Comfortline Aut. AHK+NAVI+1.HAND
renault,Renault Scenic,grau,05/2019,2019,17490,103,140,Automatik,Benzin,"5,8 l/100 km",132 g/km,34580.0,IV Limited DeLuxe TCE 140 EDC
mitsubishi,Mitsubishi Space Star,,04/2018,2018,9990,52,71,Schaltgetriebe,Benzin,"4,2 l/100 km",96 g/km,77990.0,1.0 Edition 100 KLIMA
audi,Audi S7,rot,07/2012,2012,21749,309,420,Automatik,Benzin,"9,6 l/100 km",228 g/km,238000.0,4.0 TFSI quattro Sportback
volkswagen,Volkswagen Polo,grau,01/2016,2016,14980,81,110,Automatik,Benzin,"4,7 l/100 km",109 g/km,76400.0,1.2 TSI BMT Lounge l ACC l Navi l LED l Automatik
opel,Opel Grandland X,schwarz,03/2018,2018,17990,96,131,Schaltgetriebe,Benzin,"5,4 l/100 km",124 g/km,18371.0,1.2 Turbo Edition *Sitzheizung*PDC*
renault,Renault Megane,grau,02/2005,2005,3700,99,135,Automatik,Benzin,"8,2 l/100 km",196 g/km,159000.0,2.0 Coupe-Cabriolet Luxe Privilege
ford,Ford Focus,rot,04/2019,2019,21990,92,125,Schaltgetriebe,Benzin,6 l/100 km,111 g/km,44656.0,"Turnier Active 1,0l EcoBoost +Tempomat"
audi,Audi TT RS,grau,03/2011,2011,39850,250,340,Schaltgetriebe,Benzin,"9,5 l/100 km",221 g/km,71415.0,2.5 TFSI ROADSTER SCHALTER BOSE EXCLUSIVE!
renault,Renault Megane,schwarz,07/2018,2018,12999,97,132,Schaltgetriebe,Benzin,"5,4 l/100 km",120 g/km,51300.0,1.2 TCE BOSE-EDITION NAVI KAM SHZG DAB VRC
audi,Audi A8,grau,03/2013,2013,32000,258,351,Automatik,Diesel,"7,5 l/100 km",- (g/km),126000.0,A8 4.2 TDI DPF quattro tiptronic Lang -Softclose
mercedes-benz,Mercedes-Benz C 350,blau,12/2017,2017,31598,155,211,Automatik,Benzin,"2,1 l/100 km",55 g/km,52163.0,T e Edition C Leder Navi Pano AMG LED AHK
opel,Opel Mokka X,grau,03/2019,2019,12888,100,136,Schaltgetriebe,Diesel,"5,4 l/100 km",142 g/km,100000.0,1.6 Diesel Edition 4x4*STANDHZ*SITZHZ
mercedes-benz,Mercedes-Benz C 250,schwarz,11/2011,2011,11690,150,204,Schaltgetriebe,Diesel,"5,8 l/100 km",153 g/km,218997.0,T CDI-AMG Paket-Navi-PDC v.h.-Leder-el.Heckklappe
audi,Audi A3,silber,06/2022,2022,30140,81,110,Automatik,Benzin,5 l/100 km,"115,7 g/km",7400.0,Limousine 30 TFSI advanced S tronic V-Cockp. RüKa
mercedes-benz,Mercedes-Benz C 200,grau,12/2007,2007,7000,100,136,Automatik,Diesel,"6,5 l/100 km",- (g/km),196000.0,C 200 CDI DPF Automatik Avantgarde
ford,Ford Kuga,schwarz,03/2015,2015,15900,132,179,Schaltgetriebe,Diesel,"5,2 l/100 km",- (g/km),110790.0,Kuga 2.0 TDCi 4x4 Trend
hyundai,Hyundai TUCSON,rot,06/2023,2023,32800,110,150,Schaltgetriebe,Benzin,"5,2 l/100 km",136 g/km,10.0,"N-Line 2WD 150PS 6G, Navi, LED, 19"" 110 kW (150..."
porsche,Porsche Cayenne,grau,01/2011,2011,28800,368,500,Automatik,Benzin,"11,5 l/100 km",270 g/km,188900.0,Turbo Tiptronic S
renault,Renault Scenic,,05/2004,2004,5499,83,113,Schaltgetriebe,Benzin,"7,4 l/100 km",177 g/km,41150.0,Dynamique Luxe II
skoda,Skoda Kamiq,schwarz,04/2023,2023,24990,81,110,Automatik,Benzin,"4,7 l/100 km",- (g/km),3500.0,1.0 TSI DSG Style/SHZ/LED/DAB/SmartLink
bmw,BMW 318,blau,04/2017,2017,18500,110,150,Schaltgetriebe,Diesel,,- (g/km),160000.0,318d
opel,Opel Corsa,weiß,07/2011,2011,12000,155,211,Schaltgetriebe,Benzin,"7,6 l/100 km",178 g/km,120000.0,1.6 Turbo OPC Nürburgring Edition
ford,Ford Puma,schwarz,11/2022,2022,23980,92,125,Schaltgetriebe,Benzin,"4,3 l/100 km",97 g/km,502.0,ST-Line X mHEV Winterpak+Navi+PDC
mercedes-benz,Mercedes-Benz Viano,schwarz,05/2008,2008,24999,150,204,Automatik,Diesel,"9,2 l/100 km",244 g/km,215000.0,Elegance
volkswagen,Volkswagen T-Cross,orange,04/2022,2022,24888,81,110,Automatik,Benzin,"5,1 l/100 km",117 g/km,8792.0,ACTIVE DSG IQ.DRIVE AHK SH NAVI PDC ACC
dacia,Dacia Dokker,blau,01/2020,2020,19990,96,131,Schaltgetriebe,Benzin,6 l/100 km,138 g/km,34000.0,TCe 131 Stepway Plus NAVI KAMERA SZH TOP
renault,Renault Clio,grau,08/2017,2017,8999,54,73,Schaltgetriebe,Benzin,"5,7 l/100 km",130 g/km,84665.0,"1.2 Grandtour Limited*Klima,AHK,Standhzg."
opel,Opel Corsa,weiß,06/2018,2018,9790,55,75,Schaltgetriebe,Diesel,"3,9 l/100 km",102 g/km,82500.0,E Selection | 1.Hand | Klima | 82.500km
porsche,Porsche Cayenne,schwarz,06/2020,2020,142900,404,549,Automatik,Benzin,"11,4 l/100 km",261 g/km,29000.0,Coupe Turbo NP: 150T€ Neuwagenzustand !
opel,Opel Astra,silber,04/2010,2010,3500,81,110,Schaltgetriebe,Diesel,"4,5 l/100 km",119 g/km,188000.0,GTC 1.7 CDTI Diesel
mini,MINI Cooper,grau,10/2016,2016,15900,100,136,Schaltgetriebe,Benzin,"4,7 l/100 km",109 g/km,77769.0,Chili
infiniti,Infiniti QX30,schwarz,04/2019,2019,24000,125,170,Automatik,Diesel,"5,9 l/100 km",155 g/km,55000.0,2.2d DCT AWD Luxe Tech
mercedes-benz,Mercedes-Benz E 200,silber,08/2017,2017,34990,135,184,Automatik,Benzin,6 l/100 km,136 g/km,105000.0,E -Klasse Coupe E 200 AMG/Widescreen/Burmester
opel,Opel Grandland,weiß,07/2018,2018,24880,130,177,Automatik,Diesel,"6,1 l/100 km",160 g/km,48000.0,2.0 D Ultimate FLA 360 ParkAss.
volkswagen,Volkswagen Passat Variant,grün,07/2002,2002,1900,96,131,Schaltgetriebe,Diesel,"5,8 l/100 km",154 g/km,230000.0,1.9 TDI 6-Gang/Sitzh./Klimaautomatik/Euro 3/AHK
mazda,Mazda 6,schwarz,05/2019,2019,25890,135,184,Automatik,Diesel,"5,1 l/100 km",134 g/km,49967.0,Kombi SKYACTIV-D 184 AL-Sports MLED BOSE KA
opel,Opel Corsa,rot,03/2023,2023,24390,74,101,Schaltgetriebe,Benzin,"4,3 l/100 km",98 g/km,8.0,F Elegance
nissan,Nissan Micra,grau,09/2021,2021,17490,68,92,Schaltgetriebe,Benzin,"4,5 l/100 km",103 g/km,10000.0,"1,0IG-T N-WAY Navigation"
bmw,BMW 318,grau,02/2009,2009,5850,105,143,Schaltgetriebe,Diesel,"4,8 l/100 km",125 g/km,268800.0,d touring/Sport Line/Navi/Bi-Xenon/Panorama
mitsubishi,Mitsubishi ASX,weiß,04/2017,2017,15440,86,117,Schaltgetriebe,Benzin,"5,7 l/100 km",135 g/km,46820.0,1.6 MIVEC Star 2WD|Kamera|Sitzhzg|Bluetooth
volvo,Volvo XC40,schwarz,09/2019,2019,31900,120,163,Automatik,Benzin,"6,5 l/100 km",147 g/km,24900.0,T3 Geartronic Mom.Pro 'Sitzheizung Rückfahrcam'
volkswagen,Volkswagen up!,gelb,06/2019,2019,13930,55,75,Schaltgetriebe,Benzin,"5,3 l/100 km",120 g/km,17500.0,high  1.0 Sitzheizung LM KlimaA
bmw,BMW X3,grau,12/2011,2011,14899,230,313,Automatik,Diesel,"6,1 l/100 km",162 g/km,289284.0,xDrive35d M-SPORTPAKET*1.HAND*NAVI*HUD*
opel,Opel Astra,schwarz,09/2020,2020,13450,90,122,Schaltgetriebe,Diesel,"3,5 l/100 km",119 g/km,73815.0,ST 1.5 CDTI Edit. NAVI+SITHZ+PDC+MFL+TEMPO
volkswagen,Volkswagen Golf Variant,silber,12/2019,2019,18350,110,150,Automatik,Diesel,"4,4 l/100 km",115 g/km,70538.0,2.0 TDI DSG NAVI PANO PDC LM ZV
volkswagen,Volkswagen Golf,schwarz,03/2023,2023,35950,110,150,Automatik,Benzin,"5,8 l/100 km",131 g/km,334.0,"VIII Variant 1,5 eTSI Style DSG ACC DAB LED NAVI"
porsche,Porsche Macan,schwarz,02/2018,2018,73880,324,441,Automatik,Benzin,"9,7 l/100 km",224 g/km,27514.0,"Turbo PERFORMANCE BURMESTER,CHRONO,KEYLESS"
mercedes-benz,Mercedes-Benz GLC 350,grau,12/2017,2017,32800,155,211,Automatik,Hybrid,"2,5 l/100 km",59 g/km,124000.0,e 4Matic AMG PANO LEDER NAVI KAMERA
mercedes-benz,Mercedes-Benz GLC 250,silber,01/2016,2016,31980,150,204,Automatik,Diesel,5 l/100 km,129 g/km,49146.0,d 4Matic*EXCLUSIVE*LED*NAVI*LEDER*1.HAND
ford,Ford Focus,weiß,03/2010,2010,25000,224,305,Schaltgetriebe,Benzin,"9,4 l/100 km",- (g/km),140000.0,2.5 RS
kia,Kia Niro,weiß,02/2019,2019,24380,104,141,Automatik,Hybrid,,60 km Reichweite,55926.0,Spirit 1.6 GDI Plug-in Hybrid SPIRIT Navi Leder So
renault,Renault Clio,grau,04/2008,2008,3500,55,75,Schaltgetriebe,Benzin,"5,9 l/100 km",139 g/km,187530.0,III Edition Dynamique/Gepflegter Zustand
volkswagen,Volkswagen Golf Plus,blau,06/2007,2007,2450,59,80,Schaltgetriebe,Benzin,"7,2 l/100 km",172 g/km,224000.0,1.4 Comfortline
smart,smart forTwo,weiß,03/2018,2018,15000,66,90,Schaltgetriebe,Benzin,"5,3 l/100 km",- (g/km),64500.0,Smart ForTwo Cabrio 0.9 66kW BRABUS Edition
skoda,Skoda Kamiq,schwarz,02/2023,2023,30800,81,110,Automatik,Benzin,"5,9 l/100 km",133 g/km,50.0,MONTE CARLO TSI DSG (+NAVI+AHK+AUTOMATIK+CLI
